"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.091  ","P1 0.18  ","P1 0.27  ","P1 0.36  ","P1 0.45  ","P1 0.55  ","P1 0.64  ","P1 0.73  ","P1 0.82  ","P1 0.91  ","Round 1 D 1-All","D1 0.091  ","D1 0.18  ","D1 0.27  ","D1 0.36  ","D1 0.45  ","D1 0.55  ","D1 0.64  ","D1 0.73  ","D1 0.82  ","D1 0.91  "
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","All","1","0","1","0.5","1","0.378453","1","1","0.495189","0.454545","","","0.344614","","","","","0","0.024572","0.009268","0.494933","25.6027","24.1123","25.6027","24.1123","0.284958","0.416048","0.148312","0","0","0.344614","0.454545","0","0.024572","0","0.5","0","2.12826E-10","1","0.378453","0","0.621547","0.344614","0","0.024572","0.00468078","0.0045869","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","DisputeArises","1","0","1","0.5","1","0.378453","1","1","0.495189","0.454545","","","0.344614","","","","","0","0.024572","0.009268","0.494933","25.6027","24.1123","25.6027","24.1123","0.284958","0.416048","0.148312","0","0","0.344614","0.454545","0","0.024572","0","0.5","0","2.12826E-10","1","0.378453","0","0.621547","0.344614","0","0.024572","0.00468078","0.0045869","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","PFiles","1","0","1","0.5","1","0.378453","1","1","0.495189","0.454545","","","0.344614","","","","","0","0.024572","0.009268","0.494933","25.6027","24.1123","25.6027","24.1123","0.284958","0.416048","0.148312","0","0","0.344614","0.454545","0","0.024572","0","0.5","0","2.12826E-10","1","0.378453","0","0.621547","0.344614","0","0.024572","0.00468078","0.0045869","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","DAnswers","0.3785","0","0.378453","0.262583","1","1","1","1","0.495189","0.454545","","","0.910584","","","","","0","0.0649274","0.024488","0.494933","25.2787","24.2968","25.2787","24.2968","0.424488","0.521743","0.178941","0","0","0.910584","0.454545","0","0.0649274","0","0.256428","0","-0.00926392","1","1","0","0","0.910584","0","0.0649274","0.0123682","0.01212","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","Litigated","0.3785","0","0.378453","0.262583","1","1","1","1","0.495189","0.454545","","","0.910584","","","","","0","0.0649274","0.024488","0.494933","25.2787","24.2968","25.2787","24.2968","0.424488","0.521743","0.178941","0","0","0.910584","0.454545","0","0.0649274","0","0.256428","0","-0.00926392","1","1","0","0","0.910584","0","0.0649274","0.0123682","0.01212","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","Settles","0.3446","0","0.344614","0.23934","1","1","1","1","0.454545","0.454545","","","1","","","","","0","0","0","","25.2545","24.3455","25.2545","24.3455","0.4","0.502309","0.173381","0","0","1","0.454545","0","0","0","0.232584","0","-0.110876","1","1","0","0","1","0","0","0","0","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","Tried","0.0093","0","0.00926764","0.497407","1","1","1","1","0.909091","0.454545","","","0","","","","","0","0","1","0.494933","24.7949","23.8051","24.7949","23.8051","1.4","0.771824","0.59499","0","0","0","","0","0","0","0.497195","0","1.05204","1","1","0","0","0","0","0","0.505067","0.494933","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","PWins","0.0046","0","0.00458686","0.504979","1","1","1","1","0.909091","0.454545","","","0","","","","","0","0","1","1","25.3","23.3","25.3","23.3","1.4","1.19439","0.353925","0","0","0","","0","0","0","0.505607","0","1.06889","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","DWins","0.0047","0","0.00468078","0.489986","1","1","1","1","0.909091","0.454545","","","0","","","","","0","0","1","0","24.3","24.3","24.3","24.3","1.4","0.357734","0.831218","0","0","0","","0","0","0","0.488952","0","1.03553","1","1","0","0","0","0","0","1","0","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","Abandoned","0.0246","0","0.024572","0.5","1","1","1","1","0.909091","0.454545","","","0","","","","","0","1","0","","25.8","23.8","25.8","23.8","0.4","0.699984","0.100003","0","0","0","","0","1","0","0.500016","0","1.01552","1","1","0","0","0","0","1","0","0","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","Rounds1","0.3785","0","0.378453","0.262583","1","1","1","1","0.495189","0.454545","","","0.910584","","","","","0","0.0649274","0.024488","0.494933","25.2787","24.2968","25.2787","24.2968","0.424488","0.521743","0.178941","0","0","0.910584","0.454545","0","0.0649274","0","0.256428","0","-0.00926392","1","1","0","0","0.910584","0","0.0649274","0.0123682","0.01212","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns0.25,1","7.63E-06","0.9982","PrePrimary1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
