"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.091  ","P1 0.18  ","P1 0.27  ","P1 0.36  ","P1 0.45  ","P1 0.55  ","P1 0.64  ","P1 0.73  ","P1 0.82  ","P1 0.91  ","Round 1 D 1-All","D1 0.091  ","D1 0.18  ","D1 0.27  ","D1 0.36  ","D1 0.45  ","D1 0.55  ","D1 0.64  ","D1 0.73  ","D1 0.82  ","D1 0.91  "
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","All","1","0","1","0.410823","1","1","1","1","0.473908","0.36096","","","0.804606","","","","","0","0.0718165","0.123578","0.517172","25.3068","24.4314","25.3068","24.4314","0.261789","0.493191","0.0465817","0","0","0.804606","0.375307","0","0.0718165","0","0.1","0","-8.19411E-17","1","1","0","0","0.804606","0","0.0718165","0.0596667","0.0639109","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","DisputeArises","1","0","1","0.410823","1","1","1","1","0.473908","0.36096","","","0.804606","","","","","0","0.0718165","0.123578","0.517172","25.3068","24.4314","25.3068","24.4314","0.261789","0.493191","0.0465817","0","0","0.804606","0.375307","0","0.0718165","0","0.1","0","-8.19411E-17","1","1","0","0","0.804606","0","0.0718165","0.0596667","0.0639109","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","PFiles","1","0","1","0.410823","1","1","1","1","0.473908","0.36096","","","0.804606","","","","","0","0.0718165","0.123578","0.517172","25.3068","24.4314","25.3068","24.4314","0.261789","0.493191","0.0465817","0","0","0.804606","0.375307","0","0.0718165","0","0.1","0","-8.19411E-17","1","1","0","0","0.804606","0","0.0718165","0.0596667","0.0639109","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","DAnswers","1","0","1","0.410823","1","1","1","1","0.473908","0.36096","","","0.804606","","","","","0","0.0718165","0.123578","0.517172","25.3068","24.4314","25.3068","24.4314","0.261789","0.493191","0.0465817","0","0","0.804606","0.375307","0","0.0718165","0","0.1","0","-8.19411E-17","1","1","0","0","0.804606","0","0.0718165","0.0596667","0.0639109","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","Litigated","1","0","1","0.410823","1","1","1","1","0.473908","0.36096","","","0.804606","","","","","0","0.0718165","0.123578","0.517172","25.3068","24.4314","25.3068","24.4314","0.261789","0.493191","0.0465817","0","0","0.804606","0.375307","0","0.0718165","0","0.1","0","-8.19411E-17","1","1","0","0","0.804606","0","0.0718165","0.0596667","0.0639109","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","Settles","0.8046","0","0.804606","0.370489","1","1","1","1","0.368226","0.382387","","","1","","","","","0","0","0","","25.2753","24.5247","25.2753","24.5247","0.2","0.415459","0.0432198","0","0","1","0.375307","0","0","0","0.086211","0","-0.128015","1","1","0","0","1","0","0","0","0","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","Tried","0.1236","0","0.123578","0.507722","1","1","1","1","0.909091","0.272727","","","0","","","","","0","0","1","0.517172","25.1672","24.1328","25.1672","24.1328","0.7","0.780018","0.0822059","0","0","0","","0","0","0","0.114532","0","0.768351","1","1","0","0","0","0","0","0.482828","0.517172","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","PWins","0.0639","0","0.0639109","0.563684","1","1","1","1","0.909091","0.272727","","","0","","","","","0","0","1","1","25.65","23.65","25.65","23.65","0.7","1.20998","0.0490059","0","0","0","","0","0","0","0.140017","0","0.794682","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","DWins","0.0597","0","0.0596667","0.447779","1","1","1","1","0.909091","0.272727","","","0","","","","","0","0","1","0","24.65","24.65","24.65","24.65","0.7","0.319468","0.117767","0","0","0","","0","0","0","0.0872352","0","0.740147","1","1","0","0","0","0","0","1","0","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm2-ptl0.1","4.36E-06","0.7343","Abandoned","0.0718","0","0.0718165","0.695974","1","1","1","1","0.909091","0.272727","","","0","","","","","0","1","0","","25.9","23.9","25.9","23.9","0.2","0.870519","0.0229481","0","0","0","","0","1","0","0.229481","0","0.112103","1","1","0","0","0","0","1","0","0","","","","","","","","","","",""
