"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.33  ","P1 0.67  ","Round 1 D 1-All","D1 0.33  ","D1 0.67  "
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","All","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","DisputeArises","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","PFiles","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","DAnswers","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","Litigated","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","Settles","0.9601","0","0.960083","0.504317","1","1","1","1","0.493071","0.624194","","","1","","","","","0","0","0","","25.3586","24.2414","25.3586","24.2414","0.4","0.359309","0.308482","0","0","1","0.558632","0","0","0","0.505575","0","-0.0892289","1","1","0","0","1","0","0","0","0","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","Tried","0.0399","0","0.0399167","0.396173","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","0.272638","24.5726","24.0274","24.5726","24.0274","1.4","0.672146","0.47423","0","0","0","","0","0","0","0.365919","0","2.14615","1","1","0","0","0","0","0","0.727362","0.272638","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","PWins","0.0109","0","0.0108828","0.532699","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","1","25.3","23.3","25.3","23.3","1.4","1.15777","0.379559","0","0","0","","0","0","0","0.542227","0","2.26803","1","1","0","0","0","0","0","0","1","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","DWins","0.029","0","0.0290339","0.344999","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","0","24.3","24.3","24.3","24.3","1.4","0.490117","0.509715","0","0","0","","0","0","0","0.299833","0","2.10047","1","1","0","0","0","0","0","1","0","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","Abandoned","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","Rounds1","1","0","1","0.5","1","1","1","1","0.5","0.612583","","","0.960083","","","","","0","0","0.039917","0.272638","25.3273","24.2328","25.3273","24.2328","0.439917","0.371797","0.315098","0","0","0.960083","0.558632","0","0","0","0.5","0","1.02459E-17","1","1","0","0","0.960083","0","0","0.0290339","0.0108828","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","PrePrimary1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","PrePrimary2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm2-fsm2-ns2,2","0.01041","1","PrePrimary3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
