"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.091  ","P1 0.18  ","P1 0.27  ","P1 0.36  ","P1 0.45  ","P1 0.55  ","P1 0.64  ","P1 0.73  ","P1 0.82  ","P1 0.91  ","Round 1 D 1-All","D1 0.091  ","D1 0.18  ","D1 0.27  ","D1 0.36  ","D1 0.45  ","D1 0.55  ","D1 0.64  ","D1 0.73  ","D1 0.82  ","D1 0.91  "
"FSA-feeEn-costsm0.1-fsm2-dam","0","All","1","0","1","0.5","1","1","1","1","0.909091","0.328336","","","0.140838","","","","","0","0","0.859162","1","25.5382","24.3989","25.5382","24.3989","0.0629581","0.371475","0.0279908","0","0","0.140838","0.909091","0","0","0","0.5","0","0","1","1","0","0","0.140838","0","0","0","0.859162","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","DisputeArises","1","0","1","0.5","1","1","1","1","0.909091","0.328336","","","0.140838","","","","","0","0","0.859162","1","25.5382","24.3989","25.5382","24.3989","0.0629581","0.371475","0.0279908","0","0","0.140838","0.909091","0","0","0","0.5","0","0","1","1","0","0","0.140838","0","0","0","0.859162","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","PFiles","1","0","1","0.5","1","1","1","1","0.909091","0.328336","","","0.140838","","","","","0","0","0.859162","1","25.5382","24.3989","25.5382","24.3989","0.0629581","0.371475","0.0279908","0","0","0.140838","0.909091","0","0","0","0.5","0","0","1","1","0","0","0.140838","0","0","0","0.859162","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","DAnswers","1","0","1","0.5","1","1","1","1","0.909091","0.328336","","","0.140838","","","","","0","0","0.859162","1","25.5382","24.3989","25.5382","24.3989","0.0629581","0.371475","0.0279908","0","0","0.140838","0.909091","0","0","0","0.5","0","0","1","1","0","0","0.140838","0","0","0","0.859162","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","Litigated","1","0","1","0.5","1","1","1","1","0.909091","0.328336","","","0.140838","","","","","0","0","0.859162","1","25.5382","24.3989","25.5382","24.3989","0.0629581","0.371475","0.0279908","0","0","0.140838","0.909091","0","0","0","0.5","0","0","1","1","0","0","0.140838","0","0","0","0.859162","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","Settles","0.1408","0","0.140838","0.5","1","1","1","1","0.909091","0.909091","","","1","","","","","0","0","0","","25.8991","24.0809","25.8991","24.0809","0.02","0.470852","0.0438505","0","0","1","0.909091","0","0","0","0.5","0","0","1","1","0","0","1","0","0","0","0","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","Tried","0.8592","0","0.859162","0.5","1","1","1","1","0.909091","0.233136","","","0","","","","","0","0","1","1","25.479","24.451","25.479","24.451","0.07","0.355185","0.025391","0","0","0","","0","0","0","0.5","0","0","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","PWins","0.8592","0","0.859162","0.5","1","1","1","1","0.909091","0.233136","","","0","","","","","0","0","1","1","25.479","24.451","25.479","24.451","0.07","0.355185","0.025391","0","0","0","","0","0","0","0.5","0","0","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","DWins","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeEn-costsm0.1-fsm2-dam","0","Abandoned","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
