"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.091  ","P1 0.18  ","P1 0.27  ","P1 0.36  ","P1 0.45  ","P1 0.55  ","P1 0.64  ","P1 0.73  ","P1 0.82  ","P1 0.91  ","Round 1 D 1-All","D1 0.091  ","D1 0.18  ","D1 0.27  ","D1 0.36  ","D1 0.45  ","D1 0.55  ","D1 0.64  ","D1 0.73  ","D1 0.82  ","D1 0.91  "
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","All","1","0","1","0.5","1","1","1","1","0.541111","0.502525","","","0.831782","","","","","0.000907218","0.0609333","0.106378","0.562153","25.4188","24.328","25.4188","24.328","0.253189","0.334128","0.273339","0","0","0.831782","0.510546","0.000907218","0.0609333","0","0.5","0","-1.22037E-16","1","1","0","0","0.831782","0.000907218","0.0609333","0.046577","0.0598005","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","DisputeArises","1","0","1","0.5","1","1","1","1","0.541111","0.502525","","","0.831782","","","","","0.000907218","0.0609333","0.106378","0.562153","25.4188","24.328","25.4188","24.328","0.253189","0.334128","0.273339","0","0","0.831782","0.510546","0.000907218","0.0609333","0","0.5","0","-1.22037E-16","1","1","0","0","0.831782","0.000907218","0.0609333","0.046577","0.0598005","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","PFiles","1","0","1","0.5","1","1","1","1","0.541111","0.502525","","","0.831782","","","","","0.000907218","0.0609333","0.106378","0.562153","25.4188","24.328","25.4188","24.328","0.253189","0.334128","0.273339","0","0","0.831782","0.510546","0.000907218","0.0609333","0","0.5","0","-1.22037E-16","1","1","0","0","0.831782","0.000907218","0.0609333","0.046577","0.0598005","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","DAnswers","1","0","1","0.5","1","1","1","1","0.541111","0.502525","","","0.831782","","","","","0.000907218","0.0609333","0.106378","0.562153","25.4188","24.328","25.4188","24.328","0.253189","0.334128","0.273339","0","0","0.831782","0.510546","0.000907218","0.0609333","0","0.5","0","-1.22037E-16","1","1","0","0","0.831782","0.000907218","0.0609333","0.046577","0.0598005","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","Litigated","1","0","1","0.5","1","1","1","1","0.541111","0.502525","","","0.831782","","","","","0.000907218","0.0609333","0.106378","0.562153","25.4188","24.328","25.4188","24.328","0.253189","0.334128","0.273339","0","0","0.831782","0.510546","0.000907218","0.0609333","0","0.5","0","-1.22037E-16","1","1","0","0","0.831782","0.000907218","0.0609333","0.046577","0.0598005","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","Settles","0.8318","0","0.831782","0.479724","1","1","1","1","0.486666","0.534426","","","1","","","","","0","0","0","","25.4105","24.3895","25.4105","24.3895","0.2","0.293462","0.274109","0","0","1","0.510546","0","0","0","0.493987","0","-0.166958","1","1","0","0","1","0","0","0","0","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","Tried","0.1064","0","0.106378","0.528839","1","1","1","1","0.757554","0.334601","","","0","","","","","0","0","1","0.562153","25.2122","24.0878","25.2122","24.0878","0.7","0.540936","0.38935","0","0","0","","0","0","0","0.50859","0","1.12182","1","1","0","0","0","0","0","0.437847","0.562153","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","PWins","0.0598","0","0.0598005","0.59663","1","1","1","1","0.841713","0.349612","","","0","","","","","0","0","1","1","25.65","23.65","25.65","23.65","0.7","0.821234","0.185068","0","0","0","","0","0","0","0.528766","0","1.10943","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","DWins","0.0466","0","0.046577","0.441802","1","1","1","1","0.649501","0.315328","","","0","","","","","0","0","1","0","24.65","24.65","24.65","24.65","0.7","0.181059","0.651628","0","0","0","","0","0","0","0.482687","0","1.13773","1","1","0","0","0","0","0","1","0","","","","","","","","","","",""
"FSA-feeAm-costsm1-fsm1-casens1","1.501E-06","0.1488","Abandoned","0.0618","0","0.0618405","0.723111","1","1","1","1","0.901089","0.362303","","","0","","","","","0.0146703","0.98533","0","","25.8853","23.9147","25.8853","23.9147","0.2","0.525356","0.0634231","0","0","0","","0.0146703","0.98533","0","0.566105","0","0.315915","1","1","0","0","0","0.0146703","0.98533","0","0","","","","","","","","","","",""
